transaction_id,invoice_id,branch,city
806,220-68-6701,A,Yangon
807,618-34-8551,A,Yangon
808,257-60-7754,A,Yangon
809,559-61-5987,B,Mandalay
810,189-55-2313,C,Naypyitaw
811,565-91-4567,B,Mandalay
812,380-60-5336,A,Yangon
813,815-04-6282,C,Naypyitaw
814,674-56-6360,A,Yangon
815,778-34-2523,A,Yangon
816,499-27-7781,B,Mandalay
817,477-59-2456,C,Naypyitaw
818,832-51-6761,A,Yangon
819,869-11-3082,B,Mandalay
820,190-59-3964,B,Mandalay
821,366-43-6862,B,Mandalay
822,186-43-8965,A,Yangon
823,784-21-9238,C,Naypyitaw
824,276-75-6884,A,Yangon
825,109-86-4363,B,Mandalay
826,569-76-2760,A,Yangon
827,222-42-0244,B,Mandalay
828,760-53-9233,A,Yangon
829,538-22-0304,C,Naypyitaw
830,416-17-9926,A,Yangon
831,237-44-6163,A,Yangon
832,636-17-0325,B,Mandalay
833,343-75-9322,B,Mandalay
834,528-14-9470,A,Yangon
835,427-45-9297,B,Mandalay
836,807-34-3742,A,Yangon
837,288-62-1085,A,Yangon
838,670-71-7306,B,Mandalay
839,660-29-7083,C,Naypyitaw
840,271-77-8740,C,Naypyitaw
841,497-36-0989,A,Yangon
842,291-59-1384,B,Mandalay
843,860-73-6466,A,Yangon
844,549-23-9016,C,Naypyitaw
845,896-34-0956,A,Yangon
846,804-38-3935,A,Yangon
847,585-90-0249,A,Yangon
848,862-29-5914,C,Naypyitaw
849,845-94-6841,C,Naypyitaw
850,125-45-2293,A,Yangon
851,843-73-4724,A,Yangon
852,409-33-9708,A,Yangon
853,658-66-3967,C,Naypyitaw
854,866-70-2814,B,Mandalay
855,160-22-2687,A,Yangon
856,895-03-6665,B,Mandalay
857,770-42-8960,B,Mandalay
858,748-45-2862,A,Yangon
859,234-36-2483,B,Mandalay
860,316-66-3011,A,Yangon
861,848-95-6252,C,Naypyitaw
862,840-76-5966,A,Yangon
863,152-03-4217,B,Mandalay
864,533-66-5566,B,Mandalay
865,124-31-1458,A,Yangon
866,176-78-1170,C,Naypyitaw
867,361-59-0574,B,Mandalay
868,101-81-4070,C,Naypyitaw
869,631-34-1880,C,Naypyitaw
870,852-82-2749,A,Yangon
871,873-14-6353,A,Yangon
872,584-66-4073,C,Naypyitaw
873,544-55-9589,B,Mandalay
874,166-19-2553,A,Yangon
875,737-88-5876,A,Yangon
876,154-87-7367,C,Naypyitaw
877,885-56-0389,C,Naypyitaw
878,608-05-3804,B,Mandalay
879,448-61-3783,A,Yangon
880,761-49-0439,B,Mandalay
881,490-95-0021,B,Mandalay
882,115-38-7388,C,Naypyitaw
883,311-13-6971,B,Mandalay
884,291-55-6563,A,Yangon
885,548-48-3156,A,Yangon
886,460-93-5834,A,Yangon
887,325-89-4209,A,Yangon
888,884-80-6021,A,Yangon
889,137-74-8729,C,Naypyitaw
890,880-46-5796,A,Yangon
891,389-70-2397,C,Naypyitaw
892,114-35-5271,B,Mandalay
893,607-76-6216,C,Naypyitaw
894,715-20-1673,B,Mandalay
895,811-35-1094,B,Mandalay
896,699-88-1972,B,Mandalay
897,781-84-8059,C,Naypyitaw
898,409-49-6995,C,Naypyitaw
899,725-54-0677,C,Naypyitaw
900,146-09-5432,A,Yangon
901,377-79-7592,C,Naypyitaw
902,509-10-0516,B,Mandalay
903,595-94-9924,A,Yangon
904,865-41-9075,A,Yangon
905,545-07-8534,C,Naypyitaw
906,118-62-1812,C,Naypyitaw
907,450-42-3339,C,Naypyitaw
908,851-98-3555,B,Mandalay
909,186-71-5196,A,Yangon
910,624-01-8356,B,Mandalay
911,313-66-9943,B,Mandalay
912,151-27-8496,C,Naypyitaw
913,453-33-6436,A,Yangon
914,522-57-8364,A,Yangon
915,459-45-2396,A,Yangon
916,717-96-4189,C,Naypyitaw
917,722-13-2115,C,Naypyitaw
918,749-81-8133,A,Yangon
919,777-67-2495,B,Mandalay
920,636-98-3364,B,Mandalay
921,246-55-6923,C,Naypyitaw
922,181-82-6255,B,Mandalay
923,838-02-1821,C,Naypyitaw
924,887-42-0517,C,Naypyitaw
925,457-12-0244,C,Naypyitaw
926,226-34-0034,B,Mandalay
927,321-49-7382,B,Mandalay
928,397-25-8725,A,Yangon
929,431-66-2305,B,Mandalay
930,825-94-5922,B,Mandalay
931,641-62-7288,B,Mandalay
932,756-93-1854,C,Naypyitaw
933,243-55-8457,A,Yangon
934,458-10-8612,C,Naypyitaw
935,501-61-1753,B,Mandalay
936,235-06-8510,C,Naypyitaw
937,433-08-7822,C,Naypyitaw
938,361-85-2571,A,Yangon
939,131-70-8179,A,Yangon
940,500-02-2261,C,Naypyitaw
941,720-72-2436,A,Yangon
942,702-83-5291,C,Naypyitaw
943,809-69-9497,A,Yangon
944,449-16-6770,A,Yangon
945,333-23-2632,A,Yangon
946,489-82-1237,A,Yangon
947,859-97-6048,C,Naypyitaw
948,676-10-2200,B,Mandalay
949,373-88-1424,C,Naypyitaw
950,365-16-4334,B,Mandalay
951,503-21-4385,B,Mandalay
952,305-89-2768,B,Mandalay
953,574-80-1489,B,Mandalay
954,784-08-0310,C,Naypyitaw
955,200-40-6154,B,Mandalay
956,846-10-0341,A,Yangon
957,577-34-7579,C,Naypyitaw
958,430-02-3888,B,Mandalay
959,867-47-1948,C,Naypyitaw
960,384-59-6655,A,Yangon
961,256-58-3609,C,Naypyitaw
962,324-92-3863,A,Yangon
963,593-08-5916,A,Yangon
964,364-34-2972,C,Naypyitaw
965,794-42-3736,B,Mandalay
966,172-42-8274,B,Mandalay
967,558-60-5016,A,Yangon
968,195-06-0432,A,Yangon
969,605-03-2706,A,Yangon
970,214-30-2776,B,Mandalay
971,746-04-1077,B,Mandalay
972,448-34-8700,B,Mandalay
973,452-04-8808,B,Mandalay
974,531-56-4728,A,Yangon
975,744-82-9138,C,Naypyitaw
976,883-69-1285,B,Mandalay
977,221-25-5073,A,Yangon
978,518-71-6847,B,Mandalay
979,156-20-0370,B,Mandalay
980,151-33-7434,B,Mandalay
981,728-47-9078,C,Naypyitaw
982,809-46-1866,A,Yangon
983,139-32-4183,A,Yangon
984,148-41-7930,C,Naypyitaw
985,189-40-5216,C,Naypyitaw
986,374-38-5555,B,Mandalay
987,764-44-8999,B,Mandalay
988,552-44-5977,B,Mandalay
989,267-62-7380,C,Naypyitaw
990,430-53-4718,B,Mandalay
991,886-18-2897,A,Yangon
992,602-16-6955,B,Mandalay
993,745-74-0715,A,Yangon
994,690-01-6631,B,Mandalay
995,652-49-6720,C,Naypyitaw
996,233-67-5758,C,Naypyitaw
997,303-96-2227,B,Mandalay
998,727-02-1313,A,Yangon
999,347-56-2442,A,Yangon
1000,849-09-3807,A,Yangon
